Company, Data_Date, Country, ServSize_ml, Item, Calories, Fat_g, SatFat_g, Carbs_g, Fibre_g,Sugars_Total_g
McDonalds, Aug 2017,Canada,551,Sugar Free Vanilla Latte with skim milk - Large,140,0,0,29,0,19
McDonalds, Aug 2017,Canada,401,Sugar Free Vanilla Latte with skim milk - Medium,100,0,0,22,0,14
McDonalds, Aug 2017,Canada,282,Sugar Free Vanilla Latte with skim milk - Small,70,0,0,16,0,10
McDonalds, Aug 2017,Canada,494,Vanilla Cappuccino with 2% milk - Large,320,7,4,49,0,50
McDonalds, Aug 2017,Canada,353,Vanilla Cappuccino with 2% milk - Medium,240,5,3,38,0,39
McDonalds, Aug 2017,Canada,223,Vanilla Cappuccino with 2% milk - Small,160,3,2,27,0,28
McDonalds, Aug 2017,Canada,494,Vanilla Cappuccino with skim milk - Large,240,0,0,51,0,50
McDonalds, Aug 2017,Canada,353,Vanilla Cappuccino with skim milk - Medium,190,0,0,39,0,39
McDonalds, Aug 2017,Canada,223,Vanilla Cappuccino with skim milk - Small,130,0,0,28,0,28
McDonalds, Aug 2017,Canada,589,Vanilla Chai Iced Frappé - Large,720,29,19,100,0,98
McDonalds, Aug 2017,Canada,476,Vanilla Chai Iced Frappé - Medium,580,24,15,81,0,79
McDonalds, Aug 2017,Canada,375,Vanilla Chai Iced Frappé - Small,460,19,12,63,0,63
McDonalds, Aug 2017,Canada,253,Vanilla Chai Iced Frappé - Snack Size,310,13,8,43,0,42
McDonalds, Aug 2017,Canada,587,Vanilla Iced Coffee - Large,190,11,7,21,0,21
McDonalds, Aug 2017,Canada,477,Vanilla Iced Coffee - Medium,150,9,6,16,0,16
McDonalds, Aug 2017,Canada,333,Vanilla Iced Coffee - Small,100,6,3.5,11,0,10
McDonalds, Aug 2017,Canada,561,Vanilla Latte with 2% milk - Large,650,8,4.5,52,0,53
McDonalds, Aug 2017,Canada,409,Vanilla Latte with 2% milk - Medium,270,6,3.5,40,0,41
McDonalds, Aug 2017,Canada,288,Vanilla Latte with 2% milk - Small,200,4.5,2.5,30,0,31
McDonalds, Aug 2017,Canada,561,Vanilla Latte with skim milk - Large,260,0,0,54,0,53
McDonalds, Aug 2017,Canada,409,Vanilla Latte with skim milk - Medium,200,0,0,42,0,41
McDonalds, Aug 2017,Canada,288,Vanilla Latte with skim milk - Small,150,0,0,31,0,31





Orange Julius,2020,Canada,0,Avocado Split Smoothie - Large,330,18,3,47,10,22
Orange Julius,2020,Canada,0,Avocado Split Smoothie - Medium,250,13,2,36,8,17
Orange Julius,2020,Canada,0,Avocado Split Smoothie - Small,170,9,1.5,25,5,12
Orange Julius,2020,Canada,0,Avocado Split Smoothie - XLarge,430,22,3.5,62,13,29
Orange Julius,2020,Canada,0,Great Green Mango Smoothie - Large,400,18,3,61,8,47
Orange Julius,2020,Canada,0,Great Green Mango Smoothie - Medium,290,13,2,43,6,33
Orange Julius,2020,Canada,0,Great Green Mango Smoothie - Small,200,9,1.5,29,4,23
Orange Julius,2020,Canada,0,Great Green Mango Smoothie - XLarge	,480,23,3.5,72,10,56
Orange Julius,2020,Canada,0,Mango Heat Smoothie - Medium,200,1,0.2,50,4,35
Orange Julius,2020,Canada,0,Mango Heat Smoothie - Small,150,0.5,0.2,37,3,26
Orange Julius,2020,Canada,0,Mango Heat Smoothie - Large	,260,1.5,0.3,63,4,44
Orange Julius,2020,Canada,0,Mango Heat Smoothie - XLarge,350,1.5,0.4,87,7,61
Orange Julius,2020,Canada,0,Mango Lively Smoothie with Almond Breeze - Large,280,1.5,0.2,67,1,62
Orange Julius,2020,Canada,0,Mango Lively Smoothie with Almond Breeze - Medium,240,1,0.1,56,1,52
Orange Julius,2020,Canada,0,Mango Lively Smoothie with Almond Breeze - Small,	190,	1,	0.1,44,	1,	41	
Orange Julius,2020,Canada,0,Mango Lively Smoothie with Almond Breeze - XLarge,	420,	2,	0.2,100,	2,	93
Orange Julius,2020,Canada,0,Mango Pineapple Smoothie - Large,440,0.5,0.5,102,1,77
Orange Julius,2020,Canada,0,Mango Pineapple Smoothie - Medium,350,0.5,0.4,82,1,63
Orange Julius,2020,Canada,0,Mango Pineapple Smoothie - Small,260,0.3,0.2,62,1,49
Orange Julius,2020,Canada,0,Mango Pineapple Smoothie - XLarge,610,1,0.5,143,1,112
Orange Julius,2020,Canada,0,Matcha Machine Smoothie - Large,270,1,0.1,64,6,53 
Orange Julius,2020,Canada,0,Matcha Machine Smoothie - Medium,200,1,0.1,49,5,40	
Orange Julius,2020,Canada,0,Matcha Machine Smoothie - Small,130,0.5,0.1,32,4,26	 
Orange Julius,2020,Canada,0,Matcha Machine Smoothie - XLarge,330,1.5,0.2,80,9,67
Orange Julius,2020,Canada,0,Pomegranate Berry Blast Smoothie - Large,480,0.5,0.4,113,1,87
Orange Julius,2020,Canada,0,Pomegranate Berry Blast Smoothie - Medium,390,0.4,0.3,91,1,72
Orange Julius,2020,Canada,0,Pomegranate Berry Blast Smoothie - Small,290,0.3,0.2,69,1,56
Orange Julius,2020,Canada,0,Pomegranate Berry Blast Smoothie - XLarge,680,0.5,0.5,160,2,128
Orange Julius,2020,Canada,0,Strawberry Banana Smoothie - Large,460,1,0.5,109,3,78
Orange Julius,2020,Canada,0,Strawberry Banana Smoothie - Medium,370,0.5,0.4,86,2,64
Orange Julius,2020,Canada,0,Strawberry Banana Smoothie - Small,270,0.4,0.2,64,2,49
Orange Julius,2020,Canada,0,Strawberry Banana Smoothie - XLarge,640,1,0.5,151,4,112
Orange Julius,2020,Canada,0,Strawberry Watermelon Sensation Smoothie - Large,420,0.5,0.4,99,1,73
Orange Julius,2020,Canada,0,Strawberry Watermelon Sensation Smoothie - Medium,340,0.5,0.3,79,1,60
Orange Julius,2020,Canada,0,Strawberry Watermelon Sensation Smoothie - Small,250,0.3,0.2,60,1,46
Orange Julius,2020,Canada,0,Strawberry Watermelon Sensation Smoothie - XLarge,590,1,0.5,139,2,106
Orange Julius,2020,Canada,0,Strawberry Xtreme Smoothie with Almond Breeze - Large,310,2,0.2,74,3,64
Orange Julius,2020,Canada,0,Strawberry Xtreme Smoothie with Almond Breeze - Medium,250,1.5,0.1,60,3,52
Orange Julius,2020,Canada,0,Strawberry Xtreme Smoothie with Almond Breeze - Small,190,1,0.1,47,2,41
Orange Julius,2020,Canada,0,Strawberry Xtreme Smoothie with Almond Breeze - XLarge,420,0,2.5,100,4,90
Orange Julius,2020,Canada,0,Tripleberry Smoothie - Large,480,0.5,0.4,113,2,90
Orange Julius,2020,Canada,0,Tripleberry Smoothie - Medium,390,0.4,0.3,91,2,74
Orange Julius,2020,Canada,0,Tripleberry Smoothie - Small,290,0.3,0.2,69,1,57
Orange Julius,2020,Canada,0,Tripleberry Smoothie - XLarge,680,0.5,0.5,161,3,131	
Orange Julius,2020,Canada,0,Tropi-Colada Smoothie - Large,470,0.5,0.3,111,2,92
Orange Julius,2020,Canada,0,Tropi-Colada Smoothie - Medium,360,0.5,0.3,85,2,70
Orange Julius,2020,Canada,0,Tropi-Colada Smoothie - Small,250,0.4,0.2,59,1,47
Orange Julius,2020,Canada,0,Tropi-Colada Smoothie - XLarge,610,1,0.5,144,3,17
Orange Julius,2020,Canada,0,3 Berry Daylight - Large,260,0,0,64,2,62
Orange Julius,2020,Canada,0,3 Berry Daylight - Small,160,0,0,39,1,37 
Orange Julius,2020,Canada,0,3 Berry Daylight - Medium,210,0,0,51,1,49	
Orange Julius,2020,Canada,0,3 Berry Daylight - XLarge,360,0,0,90,2,87
Orange Julius,2020,Canada,0,Berry Pomegranate Twilight - Large,260,0,0,64,1,60	
Orange Julius,2020,Canada,0,Berry Pomegranate Twilight - Medium,210,0,0,51,1,49 
Orange Julius,2020,Canada,0,Berry Pomegranate Twilight - Small,160,0,0,39,1,37
Orange Julius,2020,Canada,0,Berry Pomegranate Twilight - XLarge,360,0,0,0,2,85	
Orange Julius,2020,Canada,0,Strawberry Delight - Small,170,0,0,43,2,39	
Orange Julius,2020,Canada,0,Strawberry Delight - Medium,220,0,0,55,2,50	
Orange Julius,2020,Canada,0,Strawberry Delight - Large,270,0,0,67,3,60
Orange Julius,2020,Canada,0,Strawberry Delight - XLarge,390,0,0,98,4,89	
Orange Julius,2020,Canada,0,Tropical Sunlight - Large,270,0,0,66,1,62
Orange Julius,2020,Canada,0,Tropical Sunlight - Small,180,0,0,44,1,41
Orange Julius,2020,Canada,0,Tropical Sunlight - Medium,220,0,0,54,1,51 
Orange Julius,2020,Canada,0,Tropical Sunlight - XLarge,390,0,0,97,1,92	
Orange Julius,2020,Canada,0,Tripleberry Julius - Small,340,4.5,4.5,74,1,68
Orange Julius,2020,Canada,0,Mango Pineapple Julius - Large,470,0.3,70,117,1,114	
Orange Julius,2020,Canada,0,Mango Pineapple Julius - Medium,320,0.2,0,78,1,75
Orange Julius,2020,Canada,0,Mango Pineapple Julius - Simple Syrup - Large,690,0.1,0,180,1,176
Orange Julius,2020,Canada,0,Mango Pineapple Julius - Simple Syrup - Medium,450,0.1,0,119,1,116
Orange Julius,2020,Canada,0,Mango Pineapple Julius - Simple Syrup - Small,340,0,0,91,1,88
Orange Julius,2020,Canada,0,Mango Pineapple Julius - Small,240,0.1,0,59,0,57
Orange Julius,2020,Canada,0,Orange Julius - Large,400,0.5,0.1,98,1,90
Orange Julius,2020,Canada,0,Orange Julius - Medium,260,0.5,0,63,1,57
Orange Julius,2020,Canada,0,Orange Julius - Simple Syrup - Large,410,0.4,0.1,108,1,101
Orange Julius,2020,Canada,0,Orange Julius - Simple Syrup - Medium,270,0.2,0,71,0,67
Orange Julius,2020,Canada,0,Orange Julius - Simple Syrup - Small,210,0.2,0,54,0,51
Orange Julius,2020,Canada,0,Orange Julius - Small,200,0.3,0,49,0,45
Orange Julius,2020,Canada,0,Pina Colada Julius - Large,820,9,9,182,4,169
Orange Julius,2020,Canada,0,Pina Colada Julius - Medium,540,7,6,117,3,107
Orange Julius,2020,Canada,0,Pina Colada Julius - Simple Syrup - Large,790,12,11,175,4,160
Orange Julius,2020,Canada,0,Pina Colada Julius - Simple Syrup - Medium,520,8,7,115,3,105
Orange Julius,2020,Canada,0,Pina Colada Julius - Simple Syrup - Small,400,6,6,88,2,80
Orange Julius,2020,Canada,0,Pina Colada Julius - Small,390,4.5,4.5,87,2,80
Orange Julius,2020,Canada,0,Strawberry Banana Julius - Simple Syrup - Large,810,12,11,181,4,161
Orange Julius,2020,Canada,0,Strawberry Banana Julius - Large,670,9,9,145,3,128
Orange Julius,2020,Canada,0,Strawberry Banana Julius - Medium,460,7,7,98,2,86
Orange Julius,2020,Canada,0,Strawberry Banana Julius - Simple Syrup - Medium,530,8,7,119,3,106
Orange Julius,2020,Canada,0,Strawberry Banana Julius - Simple Syrup - Small,410,6,6,91,2,81
Orange Julius,2020,Canada,0,Strawberry Banana Julius - Small,330,4.5,4.5,71,2,63
Orange Julius,2020,Canada,0,Strawberry Julius - Large,450,0.3,0,113,1,110
Orange Julius,2020,Canada,0,Strawberry Julius - Medium,300,0.2,0,75,1,72
Orange Julius,2020,Canada,0,Strawberry Julius - Simple Syrup - Large,600,0.1,0,160,2,156
Orange Julius,2020,Canada,0,Strawberry Julius - Simple Syrup - Medium,400,0.1,0,105,1,102
Orange Julius,2020,Canada,0,Strawberry Julius - Simple Syrup - Small,300,0.1,0,80,1,78
Orange Julius,2020,Canada,0,Strawberry Julius - Small,230,0.2,0,57,1,55
Orange Julius,2020,Canada,0,Tripleberry Julius - Large,680,9,9,147,2,135
Orange Julius,2020,Canada,0,Tripleberry Julius - Medium,470,7,6,101,2,92
Orange Julius,2020,Canada,0,Tripleberry Julius - Small,340,4.5,4.5,74,1,68
Orange Julius,2020,Canada,0,Tripleberry Julius - Simple Syrup - Large,910,12,11,207,3,192
Orange Julius,2020,Canada,0,Tripleberry Julius - Simple Syrup - Medium,600,8,7,136,2,126
Orange Julius,2020,Canada,0,Tripleberry Julius - Simple Syrup - Small,460,6,6,104,2,96







7-Up,2021,USA,591,Bottle,260,0,0,0,0,71	
Brisk Lemon Iced Tea,2021,USA,591,Bottle,210,0,0,54,0,54
Brisk Lemonade,2021,USA, 591,Bottle,240,0,0,61,0,61
Diet Pepsi,2021,USA,591,Bottle,0,0,0,0,0,0
Dr. Pepper,2021,USA,591,Bottle,240,0,0,64,0,64 
Mountain Dew,2021,USA, 591,Bottle,280,0,0,75,0,77	 
Mug Root Beer,2021,USA, 591,Bottle,270,0,0,75,0,72	
Pepsi,2021,USA,591,Bottle,260,0,0,69,0,69	 



JugoJuice,Nov 2021,USA,70.7,Mocha Protein - Smoothie,402,0,0.6,62.6,6.8,42.7
JugoJuice,Nov 2021,USA,70.7,Gold Digger - Smoothie,257,0,0.4,54.8,4.5,48.9
JugoJuice,Nov 2021,USA,70.7,Clean Kick - Smoothie,264,0,0.3,62.8,4.7,43.4
JugoJuice,Nov 2021,USA,70.7,Jugo Cold Brew - Smoothie,362,0,9.7,58.7,6.5,43.6
JugoJuice,Nov 2021,USA,70.7,Matcha Peachu - Smoothie,263,0,0,61.3,6.4,54.2
JugoJuice,Nov 2021,USA,70.7,Jugo Classico - Smoothie,157,0,0.1,39.1,3,29
JugoJuice,Nov 2021,USA,70.7,Mango Magic - Smoothie,303,0,0.1,73,3.2,68
JugoJuice,Nov 2021,USA,29.6,Mango Magic - Smoothie (Snack Size),175,0,0.1,42.2,2.2,38
JugoJuice,Nov 2021,USA,70.7,Blushing Mango - Smoothie,307,0,0,74.2,4.4,69
JugoJuice,Nov 2021,USA,29.6,Blushing Mango - Smoothie (Snack Size),183,0,0.1,44.1,2.7,40
JugoJuice,Nov 2021,USA,70.7,Berry Banana - Smoothie,269,0,0.1,62.8,4.7,51
JugoJuice,Nov 2021,USA,70.7,Raspberry Rush - Smoothie,286,0,1.3,62.7,6.1,52
JugoJuice,Nov 2021,USA,70.7,Dragon Force - Smoothie,219,0,0.3,51.9,3.7,39.6
JugoJuice,Nov 2021,USA,70.7,Peanut Butter Protein - Smoothie,440,0,2.1,50.7,6.3,22
JugoJuice,Nov 2021,USA,70.7,Big Blueberry Protein - Smoothie,322,0,1.1,45.6,3.1,39.6
JugoJuice,Nov 2021,USA,70.7,Very Berry Acai Protein - Smoothie,303,0,1.3,39,2.2,35
JugoJuice,Nov 2021,USA,70.7,Tropical Green Protein - Smoothie,366,0,0.6,62.5,4.4,24.6
JugoJuice,Nov 2021,USA,70.7,Mighty Kale - Smoothie,292,0,0.1,68.4,4.7,59
JugoJuice,Nov 2021,USA,70.7,Green Glow - Smoothie,367,0,1.2,75.8,6.7,57
JugoJuice,Nov 2021,USA,70.7,Summer Strawberry - Smoothie,237,0,0,57.5,4,51
JugoJuice,Nov 2021,USA,29.6,Summer Strawberry - Smoothie (Snack Size),140,0,0.2,34.1,2.5,29
JugoJuice,Nov 2021,USA,70.7,Coco Beach - Smoothie,314,0,4.8,66.4,2.7,54
JugoJuice,Nov 2021,USA,70.7,Coco Beach - Smoothie (Snack Size),179,0,2.4,39,1.8,30
JugoJuice,Nov 2021,USA,70.7,Kaleabunga - Smoothie,305,0,0.1,71.5,5,26
JugoJuice,Nov 2021,USA,70.7,Abundant Acai - Smoothie,315,0,0.6,72.5,3.5,65
JugoJuice,Nov 2021,USA,70.7,Watermelon Wiggle - Smoothie,225,0,0,55.4,1.1,13
JugoJuice,Nov 2021,USA,29.6,Watermelon Wiggle - Smoothie (Snack Size),135,0,0,33,0.9,9.5
JugoJuice,Nov 2021,USA,70.7,Kale Aid - Juice,160,0,0,38.5,1.6,32
JugoJuice,Nov 2021,USA,70.7,Orange - Juice,195,0,0.1,45.1,0.9,36
JugoJuice,Nov 2021,USA,70.7,Apple - Juice,210,0,0,52.5,1.8,45
JugoJuice,Nov 2021,USA,70.7,Carrot - Juice,123,0,0,26.3,1.8,22
JugoJuice,Nov 2021,USA,70.7,Max Veg - Juice,83,0,0,17.6,2.5,13



BoosterJuice, Nov 2020, USA,0,Bananas-a-whey,360,3,1.5,56,3,46
BoosterJuice, Nov 2020, USA,0,Banango Burst,330,2,0.5,56,6,39
BoosterJuice, Nov 2020, USA,0,Berry Cream Sensation,260,2,0.5,57,5,44
BoosterJuice, Nov 2020, USA,0,Berry Cream Sensation (Snack Size),130,1,0.4,29,2,22
BoosterJuice, Nov 2020, USA,0,Brazillian Thunder,410,4,1,90,4,72
BoosterJuice, Nov 2020, USA,0,Brazillian Thunder (Snack Size),200,2,0.5,45,2,36
BoosterJuice, Nov 2020, USA,0,Breezy Banana,350,1,0.5,80,5,60
BoosterJuice, Nov 2020, USA,0,Breezy Banana (Snack Size),170,0.5,0.2,40,2,30
BoosterJuice, Nov 2020, USA,0,Canadian Colada,370,6,4.5,78,6,62
BoosterJuice, Nov 2020, USA,0,Canadian Colada (Snack Size),190,3,2.5,39,3,31
BoosterJuice, Nov 2020, USA,0,Coco Rush,290,4.5,3.5,65,7,47
BoosterJuice, Nov 2020, USA,0,Coco Rush (Snack Size),150,2.5,2,33,4,22
BoosterJuice, Nov 2020, USA,0,Funky Monkey,400,7,1.5,86,5,67
BoosterJuice, Nov 2020, USA,0,Funk Monkey (Snack Size),200,3.5,0.5,43,3,34
BoosterJuice, Nov 2020, USA,0,High Impact Acai, 470,6,2,79,3,73
BoosterJuice, Nov 2020, USA,0,Mango Hurricane,310,1,0.4,70,4,54
BoosterJuice, Nov 2020, USA,0,Mango Hurricane (Snack Size),150,0.5,0.2,35,2,27
BoosterJuice, Nov 2020, USA,0,Marathon,350,1,0.5,77,6,56
BoosterJuice, Nov 2020, USA,0,Marathon (Snack Size),180,0.5,0.2,40,3,29
BoosterJuice, Nov 2020, USA,0,Matcha Monsoon,280,6,1.5,53,3,51
BoosterJuice, Nov 2020, USA,0,Matcha Monsoon (Snack Size),140,3,0.5,27,1,26
BoosterJuice, Nov 2020, USA,0,Mind Over Matcha,350,6,1.5,48,5,44
BoosterJuice, Nov 2020, USA,0,Nuttin' Better,650,27,6,68,6,52
BoosterJuice, Nov 2020, USA,0,Orangesicle,270,1.5,0.5,66,1,62
BoosterJuice, Nov 2020, USA,0,Orangesicle (Snack Size),140,0.5,0.3,33,1,31
BoosterJuice, Nov 2020, USA,0,Pea (not) Butter,2.0,610,26,6,77,6,58
BoosterJuice, Nov 2020, USA,0,Pea (not) Butter 2.0 (Snack Size),320,13,3,42,3,31
BoosterJuice, Nov 2020, USA,0,Pomegranate Passion,280,1.5,0.5,63,4,48
BoosterJuice, Nov 2020, USA,0,Pomegranate Passion (Snack Size),140,0.5,0.3,31,2,24
BoosterJuice, Nov 2020, USA,0,Pomegranate Punch,340,2.5,1,56,3,44
BoosterJuice, Nov 2020, USA,0,Ripped Berry,400,3,1.5,65,3,60
BoosterJuice, Nov 2020, USA,0,Pineapple Freeze,310,2,1,71,5,59
BoosterJuice, Nov 2020, USA,0,Pineapple Freeze (Snack Size),160,1,0.5,36,3,29
BoosterJuice, Nov 2020, USA,0,Spinach is in it,330,3,0.5,76,8,64
BoosterJuice, Nov 2020, USA,0,Spinach is in it (Snack Size),180,1.5,0.3,42,5,35
BoosterJuice, Nov 2020, USA,0,Starwberry Storm,280,2.5,1,40,4,34
BoosterJuice, Nov 2020, USA,0,Strawberry Sunshine,290,1,0.4,68,4,48
BoosterJuice, Nov 2020, USA,0,Strawberry Sunshine (Snack Size),150,0.5,0.2,34,2,24
BoosterJuice, Nov 2020, USA,0,The Original (Snack Size),170,0.5,0.2,41,2,32
BoosterJuice, Nov 2020, USA,0,The Original,340,1,0.4,82,4,64
BoosterJuice, Nov 2020, USA,0,Tropi-Kale (Snack Size),140,0.5,0.1,34,5,25
BoosterJuice, Nov 2020, USA,0,Tropi-Kale,290,1,0.2,71,10,51
BoosterJuice, Nov 2020, USA,0,Tropical Tornado (Snack Size),170,0.5,0.2,41,3,31
BoosterJuice, Nov 2020, USA,0,Tropical Tornado,350,1,0.5,82,6,62
BoosterJuice, Nov 2020, USA,0,Unbeetable (Snack Size),120,0.4,0.1,30,5,20
BoosterJuice, Nov 2020, USA,0,Unbeetable,260,1,0.2,62,10,44
BoosterJuice, Nov 2020, USA,0,Very Berry (Snack Size),140,0.5,0.2,32,25
BoosterJuice, Nov 2020, USA,0,Very Berry,280,1,0.4,63,6,50
BoosterJuice, Nov 2020, USA,0,Wildberry Rush (Snack Size),90,0.4,0,23,3,16
BoosterJuice, Nov 2020, USA,0,Wildberry Rush,190,1,0.1,48,7,33



